 Ano, Código da IES*,Nome da IES*, Sigla da IES*, Organização Acadêmica*, Categoria Administrativa, Sigla da UF, Nº de Cursos com CPC no triênio, Alfa (Proporção de Graduação), Conceito Médio de Graduação, Beta (Proporção de Mestrado - Equivalente), Conceito Médio de Mestrado, Gama (Proporção de Doutorandos – Equivalente), Conceito Médio do doutorado, IGC (Contínuo), IGC (Faixa),TX_OBS
2021,307.0,FACULDADE DE MEDICINA DE BARBACENA,FAME,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,2.798,0.0,0.0,0.0,0.0,2.798,3,
2021,308.0,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Centro Universitário,Privada sem fins lucrativos,MG,19.0,1.0,2.263,0.0,0.0,0.0,0.0,2.263,3,
2021,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,SP,195.0,0.984,2.894,0.008,4.637,0.007,4.815,2.923,3,
2021,319.0,UNIVERSIDADE BRASIL,UB,Universidade,Privada sem fins lucrativos,SP,41.0,0.956,1.881,0.026,4.258,0.016,4.5,1.988,3,
2021,322.0,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,SP,724.0,0.998,2.629,0.0,4.652,0.0,4.782,2.633,3,
2021,330.0,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,RJ,30.0,1.0,2.661,0.0,0.0,0.0,0.0,2.661,3,
2021,336.0,FACULDADE MACHADO SOBRINHO,FMS,Faculdade,Privada sem fins lucrativos,MG,4.0,1.0,2.422,0.0,0.0,0.0,0.0,2.422,3,
2021,337.0,Centro Universitário Academia,Uniacademia,Centro Universitário,Privada sem fins lucrativos,MG,16.0,0.989,2.337,0.01,4.0,0.0,0.0,2.354,3,
2021,338.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Universidade,Privada sem fins lucrativos,MG,98.0,0.907,2.973,0.049,4.797,0.042,4.851,3.143,4,
2021,339.0,FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT),,Faculdade,Privada sem fins lucrativos,PB,4.0,1.0,1.471,0.0,0.0,0.0,0.0,1.471,2,
2021,343.0,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Centro Universitário,Privada com fins lucrativos,MG,30.0,1.0,2.929,0.0,0.0,0.0,0.0,2.929,3,
2021,344.0,CENTRO UNIVERSITÁRIO UNA,UNA,Centro Universitário,Privada com fins lucrativos,MG,77.0,1.0,3.115,0.0,0.0,0.0,0.0,3.115,4,
2021,345.0,ESCOLA DE ENGENHARIA KENNEDY,EEK,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,2.906,0.0,0.0,0.0,0.0,2.906,3,
2021,346.0,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,Faculdade,Privada sem fins lucrativos,SP,10.0,1.0,2.336,0.0,0.0,0.0,0.0,2.336,3,
2021,349.0,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Centro Universitário,Privada com fins lucrativos,MG,50.0,1.0,3.215,0.0,0.0,0.0,0.0,3.215,4,
2021,351.0,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,Faculdade,Privada sem fins lucrativos,MG,4.0,0.959,3.27,0.04,4.0,0.0,0.0,3.299,4,
2021,352.0,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,Centro Universitário,Privada com fins lucrativos,PB,24.0,0.995,3.086,0.004,4.0,0.0,0.0,3.091,4,
2021,353.0,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,FEMPAR,Faculdade,Privada sem fins lucrativos,PR,1.0,0.908,1.266,0.039,4.5,0.051,4.5,1.561,2,
2021,355.0,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Universidade,Privada com fins lucrativos,PR,33.0,0.929,3.202,0.039,4.597,0.03,4.895,3.31,4,
2021,360.0,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,Centro Universitário,Privada sem fins lucrativos,SP,6.0,1.0,2.654,0.0,0.0,0.0,0.0,2.654,3,
2021,361.0,Faculdade Paulista de Serviço Social de São Caetano do Sul,FAPSS,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.381,0.0,0.0,0.0,0.0,2.381,3,
2021,362.0,FACULDADE PAULISTA DE SERVIÇO SOCIAL,FAPSS-SP.,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.766,0.0,0.0,0.0,0.0,2.766,3,
2021,363.0,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,Faculdade,Privada sem fins lucrativos,SP,4.0,1.0,2.127,0.0,0.0,0.0,0.0,2.127,3,
2021,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Universidade,Pública Estadual,MG,52.0,0.848,2.674,0.096,4.335,0.055,4.744,2.949,4,
2021,368.0,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Faculdade,Privada sem fins lucrativos,SP,2.0,1.0,3.191,0.0,0.0,0.0,0.0,3.191,4,
2021,370.0,FACULDADE PAULISTA DE ARTES,FPA,Faculdade,Privada sem fins lucrativos,SP,5.0,1.0,2.148,0.0,0.0,0.0,0.0,2.148,3,
2021,371.0,FACULDADE DE MÚSICA CARLOS GOMES,FMCG,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,1.243,0.0,0.0,0.0,0.0,1.243,2,
2021,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Centro Universitário,Privada sem fins lucrativos,SP,81.0,0.998,2.614,0.001,4.0,0.0,0.0,2.616,3,
2021,375.0,UNIVERSIDADE SANTO AMARO,UNISA,Universidade,Privada sem fins lucrativos,SP,55.0,0.991,2.704,0.006,4.17,0.002,4.5,2.716,3,
2021,376.0,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,Centro Universitário,Privada com fins lucrativos,SP,64.0,1.0,2.382,0.0,0.0,0.0,0.0,2.382,3,
2021,383.0,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Universidade,Privada com fins lucrativos,PA,31.0,0.965,2.667,0.017,4.164,0.016,4.318,2.721,3,
2021,384.0,Universidade Evangélica de Goiás,UniEVANGÉLICA,Universidade,Privada sem fins lucrativos,GO,24.0,0.974,3.316,0.018,4.5,0.007,4.5,3.347,4,
2021,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Universidade,Privada com fins lucrativos,BA,79.0,0.984,3.081,0.014,4.278,0.0,4.0,3.099,4,
2021,386.0,CENTRO UNIVERSITÁRIO DE GOIÁS,UNIGOIÁS,Centro Universitário,Privada com fins lucrativos,GO,19.0,1.0,2.711,0.0,0.0,0.0,0.0,2.711,3,
2021,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Universidade,Privada sem fins lucrativos,MS,47.0,0.905,2.794,0.042,4.743,0.052,4.763,2.98,4,
2021,396.0,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,BA,32.0,1.0,2.66,0.0,0.0,0.0,0.0,2.66,3,
2021,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,SE,55.0,0.958,2.696,0.022,4.807,0.018,4.985,2.786,3,
2021,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,DF,41.0,1.0,2.832,0.0,0.0,0.0,0.0,2.832,3,
2021,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,DF,41.0,0.797,3.487,0.133,4.674,0.068,4.74,3.732,4,
2021,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,DF,12.0,1.0,2.428,0.0,0.0,0.0,0.0,2.428,3,
2021,405.0,FOCCA - FACULDADE DE OLINDA,FOCCA,Faculdade,Privada sem fins lucrativos,PE,6.0,1.0,2.456,0.0,0.0,0.0,0.0,2.456,3,
2021,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,PE,56.0,0.887,2.936,0.08,4.209,0.032,4.422,3.087,4,
2021,410.0,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,Faculdade,Privada sem fins lucrativos,PE,6.0,1.0,2.811,0.0,0.0,0.0,0.0,2.811,3,
2021,415.0,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO,FCMSCSP,Faculdade,Privada sem fins lucrativos,SP,4.0,0.598,3.7,0.283,4.45,0.118,4.5,4.007,5,
2021,416.0,FACULDADE DE SÃO PAULO,FASP,Faculdade,Privada com fins lucrativos,SP,7.0,1.0,2.033,0.0,0.0,0.0,0.0,2.033,3,
2021,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Universidade,Privada com fins lucrativos,SP,77.0,0.992,2.863,0.004,4.559,0.002,4.694,2.875,3,
2021,420.0,UNIVERSIDADE DE MARÍLIA,UNIMAR,Universidade,Privada com fins lucrativos,SP,21.0,0.902,3.201,0.053,4.5,0.043,4.5,3.327,4,
2021,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Universidade,Privada sem fins lucrativos,RS,77.0,0.938,2.67,0.041,4.409,0.019,4.5,2.779,3,
2021,426.0,UNIVERSIDADE FRANCISCANA,UFN,Universidade,Privada sem fins lucrativos,RS,25.0,0.889,3.314,0.075,4.168,0.035,4.5,3.42,4,
2021,430.0,CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Centro Universitário,Privada sem fins lucrativos,PR,19.0,1.0,2.632,0.0,0.0,0.0,0.0,2.632,3,
2021,431.0,FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Faculdade,Pública Estadual,SP,2.0,0.828,3.34,0.171,4.23,0.0,0.0,3.492,4,
2021,432.0,FACULDADE PARANAENSE,FACCAR,Faculdade,Privada sem fins lucrativos,PR,4.0,1.0,2.122,0.0,0.0,0.0,0.0,2.122,3,
2021,434.0,FACULDADE SANTA MARCELINA,FASM,Faculdade,Privada sem fins lucrativos,SP,6.0,1.0,2.181,0.0,0.0,0.0,0.0,2.181,3,
2021,435.0,FACULDADE SANTA MARCELINA MURIAÉ - FASM,FASM,Faculdade,Privada sem fins lucrativos,MG,7.0,1.0,1.814,0.0,0.0,0.0,0.0,1.814,2,
2021,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Universidade,Privada sem fins lucrativos,PR,92.0,0.979,2.473,0.011,4.183,0.008,4.5,2.511,3,
2021,438.0,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,FFCL,Faculdade,Privada sem fins lucrativos,SP,8.0,1.0,2.548,0.0,0.0,0.0,0.0,2.548,3,
2021,439.0,FACULDADE DOUTOR FRANCISCO MAEDA,FAFRAM,Faculdade,Privada sem fins lucrativos,SP,5.0,1.0,2.338,0.0,0.0,0.0,0.0,2.338,3,
2021,440.0,FACULDADE DE DIREITO DE ITÚ,FADITU,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.176,0.0,0.0,0.0,0.0,2.176,3,
2021,441.0,UNIVERSIDADE DO CONTESTADO,UNC,Universidade,Privada sem fins lucrativos,SC,44.0,0.984,2.473,0.013,4.261,0.001,4.5,2.501,3,
2021,446.0,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Universidade,Privada sem fins lucrativos,RS,19.0,0.95,2.533,0.046,4.188,0.003,4.5,2.617,3,
2021,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Centro Universitário,Privada com fins lucrativos,RS,67.0,0.996,2.872,0.003,4.09,0.0,4.5,2.877,3,
2021,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Universidade,Privada sem fins lucrativos,RS,138.0,0.959,2.765,0.02,4.492,0.02,4.762,2.841,3,
2021,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Privada com fins lucrativos,RO,14.0,1.0,2.976,0.0,0.0,0.0,0.0,2.976,4,
2021,451.0,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,Centro Universitário,Privada sem fins lucrativos,PA,9.0,1.0,2.082,0.0,0.0,0.0,0.0,2.082,3,
2021,452.0,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Centro Universitário,Privada sem fins lucrativos,AM,11.0,1.0,2.661,0.0,0.0,0.0,0.0,2.661,3,
2021,453.0,CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS,CEULP,Centro Universitário,Privada sem fins lucrativos,TO,18.0,1.0,3.036,0.0,0.0,0.0,0.0,3.036,4,
2021,454.0,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,Faculdade,Privada sem fins lucrativos,RS,3.0,1.0,2.158,0.0,0.0,0.0,0.0,2.158,3,
2021,456.0,CENTRO UNIVERSITÁRIO SANT¿ANNA,UNISANT'ANNA,Centro Universitário,Privada sem fins lucrativos,SP,25.0,1.0,2.752,0.0,0.0,0.0,0.0,2.752,3,
2021,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Universidade,Privada com fins lucrativos,SP,68.0,0.99,2.278,0.005,4.236,0.004,4.32,2.297,3,
2021,458.0,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,SP,19.0,0.943,2.617,0.049,4.209,0.007,4.5,2.71,3,
2021,461.0,FACULDADE ARMANDO ALVARES PENTEADO,FA-FAAP,Faculdade,Privada sem fins lucrativos,SP,12.0,1.0,2.468,0.0,0.0,0.0,0.0,2.468,3,
2021,466.0,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,SP,75.0,0.987,2.973,0.006,4.587,0.006,4.625,2.992,4,
2021,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada com fins lucrativos,RJ,70.0,0.964,3.086,0.021,4.601,0.013,4.685,3.141,4,
2021,473.0,"FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO",FCEACDB,Faculdade,Privada sem fins lucrativos,RJ,7.0,1.0,2.741,0.0,0.0,0.0,0.0,2.741,3,
2021,474.0,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,Faculdade,Privada sem fins lucrativos,RJ,6.0,1.0,2.59,0.0,0.0,0.0,0.0,2.59,3,
2021,475.0,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,Faculdade,Privada sem fins lucrativos,RJ,1.0,1.0,2.186,0.0,0.0,0.0,0.0,2.186,3,
2021,480.0,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,UNIFESO,Centro Universitário,Privada sem fins lucrativos,RJ,12.0,1.0,2.56,0.0,0.0,0.0,0.0,2.56,3,
2021,481.0,Universidade Universus Veritas Guarulhos,Univeritas UNG,Universidade,Privada sem fins lucrativos,SP,49.0,0.96,2.534,0.017,4.479,0.021,4.869,2.618,3,
2021,482.0,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Universidade,Privada sem fins lucrativos,SC,36.0,0.857,2.536,0.079,4.36,0.062,4.716,2.817,3,
2021,483.0,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,Centro Universitário,Privada sem fins lucrativos,SP,6.0,1.0,1.98,0.0,0.0,0.0,0.0,1.98,3,
2021,489.0,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Centro Universitário,Privada sem fins lucrativos,RJ,21.0,0.914,3.125,0.085,4.832,0.0,0.0,3.271,4,
2021,490.0,CENTRO UNIVERSITÁRIO DE VALENÇA,UNIFAA,Centro Universitário,Privada sem fins lucrativos,RJ,11.0,1.0,3.656,0.0,0.0,0.0,0.0,3.656,4,
2021,491.0,CENTRO UNIVERSITÁRIO DON DOMÊNICO,UNIDON,Centro Universitário,Privada sem fins lucrativos,SP,5.0,1.0,2.191,0.0,0.0,0.0,0.0,2.191,3,
2021,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,SC,92.0,0.95,2.777,0.029,4.657,0.02,4.884,2.875,3,
2021,495.0,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Faculdade,Pública Municipal,SP,9.0,1.0,1.867,0.0,0.0,0.0,0.0,1.867,2,
2021,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Universidade,Privada com fins lucrativos,SP,79.0,0.984,2.81,0.007,4.667,0.007,4.736,2.84,3,
2021,501.0,ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA,EMESCAM,Faculdade,Privada sem fins lucrativos,ES,4.0,0.926,2.66,0.073,4.0,0.0,0.0,2.759,3,
2021,502.0,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,CSJT,Centro Universitário,Privada com fins lucrativos,SP,22.0,1.0,3.158,0.0,0.0,0.0,0.0,3.158,4,
2021,506.0,FACULDADE DE MEDICINA DE CAMPOS,FMC,Faculdade,Privada sem fins lucrativos,RJ,2.0,1.0,2.439,0.0,0.0,0.0,0.0,2.439,3,
2021,507.0,FACULDADE MAIS DE ITUIUTABA,FACMAIS,Faculdade,Privada sem fins lucrativos,MG,2.0,1.0,2.524,0.0,0.0,0.0,0.0,2.524,3,
2021,508.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM,FACESM,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,2.302,0.0,0.0,0.0,0.0,2.302,3,
2021,510.0,FACULDADE WENCESLAU BRAZ,,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,2.562,0.0,0.0,0.0,0.0,2.562,3,
2021,513.0,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,Universidade,Privada sem fins lucrativos,MG,16.0,0.976,2.087,0.023,4.0,0.0,0.0,2.131,3,
2021,514.0,CENTRO UNIVERSITÁRIO DE BARRA MANSA,UBM,Centro Universitário,Privada sem fins lucrativos,RJ,22.0,1.0,2.099,0.0,0.0,0.0,0.0,2.099,3,
2021,515.0,Centro Universitário Anhanguera Pitágoras Unopar de Niterói,UNIAN-RJ,Centro Universitário,Privada com fins lucrativos,RJ,25.0,1.0,2.219,0.0,0.0,0.0,0.0,2.219,3,
2021,516.0,CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO,UNIRJ,Centro Universitário,Privada sem fins lucrativos,RJ,5.0,1.0,1.842,0.0,0.0,0.0,0.0,1.842,2,
2021,517.0,FACULDADE DE EDUCAÇÃO SÃO LUÍS,FESL,Faculdade,Privada sem fins lucrativos,SP,10.0,1.0,2.413,0.0,0.0,0.0,0.0,2.413,3,
2021,518.0,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,UDF,Centro Universitário,Privada com fins lucrativos,DF,22.0,0.993,3.112,0.006,4.0,0.0,0.0,3.118,4,
2021,519.0,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Universidade,Privada sem fins lucrativos,BA,30.0,1.0,2.326,0.0,0.0,0.0,0.0,2.326,3,
2021,521.0,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Universidade,Privada com fins lucrativos,SP,54.0,0.98,2.657,0.011,4.23,0.008,4.5,2.691,3,
2021,522.0,CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,Centro Universitário,Privada sem fins lucrativos,RJ,21.0,1.0,2.557,0.0,0.0,0.0,0.0,2.557,3,
2021,526.0,CENTRO UNIVERSITÁRIO BRAZ CUBAS,,Centro Universitário,Privada com fins lucrativos,SP,42.0,1.0,2.935,0.0,0.0,0.0,0.0,2.935,3,
2021,527.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Universidade,Privada sem fins lucrativos,GO,41.0,0.94,2.598,0.033,4.347,0.025,4.874,2.715,3,
2021,528.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Universidade,Privada sem fins lucrativos,RJ,39.0,0.517,2.898,0.237,4.843,0.245,4.918,3.855,4,
2021,530.0,"FACULDADE DE MUSICA DO ESPIRITO SANTO ""MAURICIO DE OLIVEIRA""",FAMES,Faculdade,Pública Estadual,ES,1.0,1.0,1.838,0.0,0.0,0.0,0.0,1.838,2,
2021,532.0,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Universidade,Privada sem fins lucrativos,RS,42.0,0.844,2.957,0.088,4.535,0.067,4.683,3.212,4,
2021,533.0,FACULDADES INTEGRADAS DE ITAPETININGA,FII,Faculdade,Privada sem fins lucrativos,SP,5.0,1.0,2.391,0.0,0.0,0.0,0.0,2.391,3,
2021,534.0,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,Faculdade,Privada sem fins lucrativos,BA,7.0,0.93,3.124,0.047,4.0,0.021,4.0,3.185,4,
2021,535.0,"FUNDAÇÃO FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE MANDAGUARI",FAFIMAN,Faculdade,Pública Municipal,PR,5.0,1.0,2.044,0.0,0.0,0.0,0.0,2.044,3,
2021,545.0,FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA,FACCI,Faculdade,Privada sem fins lucrativos,MG,5.0,1.0,2.274,0.0,0.0,0.0,0.0,2.274,3,
2021,546.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Universidade,Privada sem fins lucrativos,SP,29.0,0.569,2.997,0.242,4.565,0.187,4.663,3.69,4,
2021,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Universidade,Pública Estadual,RJ,60.0,0.576,3.178,0.21,4.713,0.212,4.859,3.859,4,
2021,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Universidade,Pública Federal,MA,65.0,0.887,3.071,0.071,4.227,0.04,4.664,3.218,4,
2021,549.0,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Universidade,Pública Federal,AC,38.0,0.879,2.657,0.079,4.237,0.041,4.5,2.859,3,
2021,550.0,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Universidade,Pública Estadual,PB,46.0,0.886,2.642,0.09,4.249,0.022,4.5,2.829,3,
2021,555.0,UNIVERSIDADE DE FORTALEZA,UNIFOR,Universidade,Privada sem fins lucrativos,CE,32.0,0.894,3.052,0.066,4.345,0.039,4.679,3.202,4,
2021,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Universidade,Pública Estadual,MA,100.0,0.942,2.438,0.042,4.228,0.014,4.58,2.545,3,
2021,569.0,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Universidade,Pública Federal,PA,49.0,0.47,2.824,0.288,4.403,0.24,4.761,3.746,4,
2021,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Universidade,Pública Federal,RN,82.0,0.603,3.298,0.204,4.399,0.192,4.738,3.8,4,
2021,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pública Federal,PR,85.0,0.5,3.256,0.238,4.699,0.26,4.874,4.023,5,
2021,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Universidade,Pública Federal,RJ,89.0,0.673,3.238,0.17,4.482,0.156,4.759,3.688,4,
2021,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,ES,78.0,0.672,3.214,0.193,4.469,0.134,4.775,3.666,4,
2021,574.0,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Universidade,Pública Federal,RJ,47.0,0.771,3.282,0.126,4.403,0.102,4.728,3.572,4,
2021,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Pública Federal,MG,56.0,0.391,3.573,0.255,4.808,0.353,4.931,4.368,5,
2021,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,MG,71.0,0.7,3.352,0.174,4.506,0.124,4.737,3.726,4,
2021,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Universidade,Pública Federal,AL,77.0,0.862,2.965,0.086,4.19,0.051,4.41,3.145,4,
2021,578.0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pública Federal,BA,67.0,0.503,3.194,0.235,4.598,0.26,4.731,3.925,4,
2021,579.0,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Universidade,Pública Federal,PB,75.0,0.636,3.108,0.187,4.409,0.175,4.666,3.626,4,
2021,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,PE,70.0,0.528,3.156,0.219,4.593,0.251,4.807,3.887,4,
2021,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Universidade,Pública Federal,RS,56.0,0.381,3.467,0.256,4.829,0.362,4.937,4.349,5,
2021,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Universidade,Pública Federal,RS,83.0,0.591,3.44,0.204,4.532,0.203,4.738,3.928,4,
2021,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Universidade,Pública Federal,CE,77.0,0.547,3.264,0.213,4.568,0.239,4.81,3.913,4,
2021,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,GO,75.0,0.599,3.146,0.2,4.484,0.199,4.68,3.721,4,
2021,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Universidade,Pública Federal,SC,70.0,0.448,3.407,0.254,4.75,0.297,4.914,4.197,5,
2021,586.0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,RJ,76.0,0.435,3.25,0.236,4.73,0.327,4.891,4.138,5,
2021,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,PE,43.0,0.717,3.188,0.143,4.47,0.138,4.79,3.594,4,
2021,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,PR,83.0,0.815,3.294,0.129,4.289,0.054,4.675,3.498,4,
2021,589.0,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Universidade,Pública Federal,RN,30.0,0.788,3.236,0.124,4.367,0.087,4.846,3.517,4,
2021,590.0,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,Universidade,Pública Federal,PA,19.0,0.829,2.859,0.094,4.385,0.075,4.753,3.147,4,
2021,591.0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Universidade,Pública Federal,SP,31.0,0.379,3.446,0.318,4.499,0.301,4.794,4.188,5,
2021,592.0,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Universidade,Pública Federal,MG,30.0,0.596,3.61,0.18,4.59,0.223,4.843,4.062,5,
